TeamID,elo_pre_tourney,elo_momentum,elo_late_winpct,adjEM,adjO,adjD,AvgScoreDiff,avg_ScoreDiff,WinPct,barthag,wab,sos_adjEM,rank_composite,TeamName
1181,2049.845574072956,73.198441381046,1.0,38.9,128.0,89.1,19.022727272727273,19.022727272727273,0.9545454545454546,0.9813338047864483,13.678258297545574,14.29,1.7142857142857142,Duke
1163,1856.4606480182513,-41.55415315829168,0.7,27.87,122.0,94.1,11.113636363636363,11.113636363636363,0.8181818181818182,0.9517185632145905,8.850540937313413,12.01,8.857142857142858,Connecticut
1277,1847.5837958597929,5.236014351528411,0.6,28.31,123.0,94.7,8.75,8.75,0.75,0.943764902392193,7.453709845767144,13.69,9.0,Michigan St
1242,1767.520021868854,-71.78670247485888,0.5,24.44,118.3,93.9,3.9523809523809526,3.9523809523809526,0.6428571428571429,0.9277840368053852,6.276396073857853,16.95,16.857142857142858,Kansas
1385,1932.4267577614512,57.397441871729825,0.9,25.91,120.1,94.2,11.181818181818182,11.181818181818182,0.8409090909090909,0.941475398598921,7.270932661425676,11.52,15.714285714285714,St John's
1257,1773.5753780048715,-23.444806895211514,0.6,25.42,124.1,98.6,10.523809523809524,10.523809523809524,0.6666666666666666,0.9364029317040775,4.0075747995229944,12.55,20.571428571428573,Louisville
1417,1769.8309679919955,59.31112065196362,0.6,21.67,123.7,102.1,5.5,5.5,0.6590909090909091,0.9106796711293934,3.6238679945706895,12.22,32.142857142857146,UCLA
1326,1749.9061819048304,56.35431696199112,0.6,22.24,124.3,102.1,6.511627906976744,6.511627906976744,0.627906976744186,0.9171591810062723,2.8996143325383588,13.67,32.142857142857146,Ohio St
1395,1735.6924130433458,96.27543451574252,0.8,17.59,115.4,97.8,5.833333333333333,5.833333333333333,0.6904761904761905,0.8366715539457985,2.3828504290746366,11.04,41.57142857142857,TCU
1416,1646.2983705911995,-34.53599964100795,0.4,,,,1.3414634146341464,1.3414634146341464,0.6097560975609756,0.8115534397110755,2.129364088666708,,46.714285714285715,UCF
1378,1796.313921826492,109.9343083192366,1.0,16.39,117.3,100.9,11.878048780487806,11.878048780487806,0.8048780487804879,0.8355729582048924,-0.24690808000541453,3.04,46.142857142857146,South Florida
1320,1708.635968755464,94.59902210780137,0.7,11.81,110.0,98.2,7.863636363636363,7.863636363636363,0.6590909090909091,0.7751781038145255,-5.268592734606156,1.27,79.0,Northern Iowa
1465,1677.4329518096006,37.004788166399294,0.8,5.99,107.9,101.9,6.238095238095238,6.238095238095238,0.7619047619047619,0.6889940343102183,-2.2922140750379376,-1.95,95.71428571428571,Cal Baptist
1295,1670.7368119256114,52.14413520080484,0.8,5.13,111.7,106.6,9.538461538461538,9.538461538461538,0.7948717948717948,0.639062404114382,-3.345270840439475,-5.83,113.57142857142857,N Dakota St
1202,1590.9234326938263,31.362733737408917,0.6,-1.98,107.5,109.4,3.275,3.275,0.625,0.4441907406781765,-8.723969741490077,-6.29,175.71428571428572,Furman
1373,1619.506304558113,44.16820849050782,0.6,,,,4.4186046511627906,4.4186046511627906,0.6744186046511628,0.45478922722739074,-7.76934461702587,,167.85714285714286,Siena
1196,1948.8231073083193,23.36882027731508,0.9,33.79,125.5,91.7,14.627906976744185,14.627906976744185,0.813953488372093,0.9731724047703244,8.541392999725067,16.01,4.714285714285714,Florida
1222,1925.5595956339496,-40.99238113122442,0.6,33.43,124.9,91.4,12.75,12.75,0.7727272727272727,0.9708984886614657,9.006020330561338,13.58,5.428571428571429,Houston
1228,1852.0659283991924,-42.68829516886308,0.5,32.1,131.2,99.1,13.743589743589743,13.743589743589743,0.717948717948718,0.9675527732583095,6.56940853610859,13.64,10.0,Illinois
1304,1762.2438889210239,-43.05464423707349,0.6,26.16,118.5,92.4,9.8,9.8,0.775,0.9308204650415712,7.465274364297785,11.59,14.857142857142858,Nebraska
1435,1849.9054288881268,22.293308042512763,0.6,27.51,126.8,99.3,9.113636363636363,9.113636363636363,0.7272727272727273,0.9461103263256965,7.309166942316712,14.56,15.142857142857142,Vanderbilt
1314,1768.7626830667475,-11.348117799995862,0.6,20.84,121.4,100.5,6.8,6.8,0.725,0.9029656374355772,4.930876324885297,11.46,20.714285714285715,North Carolina
1388,1852.065545884407,52.26564656042865,0.8,23.07,120.3,97.2,12.210526315789474,12.210526315789474,0.8421052631578947,0.9106240866617301,4.017840827886556,4.99,22.428571428571427,St Mary's CA
1155,1730.551720065834,-46.147113537839004,0.4,19.24,116.5,97.3,4.954545454545454,4.954545454545454,0.6363636363636364,0.892102691785414,3.1862958681746294,10.53,34.42857142857143,Clemson
1234,1698.2847342732905,-48.41926956257976,0.3,22.44,121.7,99.3,6.511627906976744,6.511627906976744,0.5581395348837209,0.9068191363731238,1.957286700175848,11.37,34.42857142857143,Iowa
1401,1685.7570693627888,-48.83276192802077,0.4,18.67,119.7,101.0,5.536585365853658,5.536585365853658,0.6097560975609756,0.8721231561456344,1.6040751391541122,11.15,45.142857142857146,Texas A&M
1433,1831.5882939155185,74.5786353511653,0.9,,,,9.545454545454545,9.545454545454545,0.8181818181818182,0.8433436658071329,1.7206260381861194,,40.57142857142857,VCU
1270,1772.980866697546,66.59513591696282,1.0,12.48,114.3,101.8,10.64102564102564,10.64102564102564,0.8717948717948718,0.7648270077477859,0.7116295303492335,-1.86,59.285714285714285,McNeese St
1407,1608.1596783541324,22.596158707270206,0.7,,,,3.8461538461538463,3.8461538461538463,0.6410256410256411,0.5434874990772292,-6.141777632606845,,121.85714285714286,Troy
1335,1615.6872996892312,113.42173167212582,0.9,,,,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.5315531611426594,-5.997106321909385,,144.28571428571428,Penn
1225,1538.4776381853437,108.28417982673227,0.8,,,,3.86046511627907,3.86046511627907,0.6046511627906976,0.5704812702396569,-8.854479767283197,,182.42857142857142,Idaho
1250,1448.8179866117327,142.58588740640175,0.8,-10.37,102.7,113.1,-0.9024390243902439,-0.9024390243902439,0.5853658536585366,0.25167817750521837,-12.032712188489038,-8.61,269.7142857142857,Lehigh
1341,1427.5611730802616,195.37162601708997,0.9,-10.69,101.2,111.9,0.0,0.0,0.5476190476190477,0.25514120457185085,-12.549452132580662,-9.59,305.0,Prairie View
1276,2004.159518043546,24.56908573505666,0.8,37.59,126.6,89.0,15.177777777777777,15.177777777777777,0.8888888888888888,0.979903019466822,14.004102598567627,16.65,1.4285714285714286,Michigan
1235,1848.672336827236,9.49814397426917,0.6,32.42,123.8,91.4,14.954545454545455,14.954545454545455,0.75,0.9655464010194588,7.401359887968028,12.44,10.428571428571429,Iowa St
1438,1858.9123919456233,55.50922500717775,0.8,26.71,122.5,95.8,11.045454545454545,11.045454545454545,0.8409090909090909,0.9426546334079944,7.772066726262692,9.95,11.0,Virginia
1104,1830.4259808579561,21.62736039888773,0.8,25.72,129.0,103.3,8.146341463414634,8.146341463414634,0.7317073170731707,0.9344106067540772,6.557043659731503,16.75,15.857142857142858,Alabama
1403,1771.4881965439758,-42.542431172752,0.6,25.22,125.0,99.8,7.170731707317073,7.170731707317073,0.6585365853658537,0.9438981403461751,5.06555576437976,15.64,18.285714285714285,Texas Tech
1397,1784.7605485414913,-16.858355631646646,0.6,26.02,121.1,95.0,9.093023255813954,9.093023255813954,0.6511627906976745,0.9408205085593988,4.125172169056932,14.77,22.428571428571427,Tennessee
1246,1735.6207038642099,-22.411813006784087,0.4,21.48,120.5,99.0,5.136363636363637,5.136363636363637,0.5681818181818182,0.8900201212138791,3.3019306650954823,15.92,31.571428571428573,Kentucky
1208,1718.6853873353791,19.536434169150425,0.6,20.48,124.7,104.2,8.463414634146341,8.463414634146341,0.6585365853658537,0.8777193728480407,2.610273308165473,10.78,34.42857142857143,Georgia
1387,1743.9866057129598,-73.6619365771287,0.6,18.32,119.5,101.2,12.926829268292684,12.926829268292684,0.7804878048780488,0.8573251848304619,1.880309914312035,1.03,31.142857142857142,St Louis
1365,1785.1274623780073,8.507687777349702,0.7,19.4,123.6,104.2,8.609756097560975,8.609756097560975,0.7317073170731707,0.8950445040705051,2.1505719521330446,6.02,36.857142857142854,Santa Clara
1275,1770.7231342909477,17.865877466006623,0.9,8.26,116.8,108.5,9.891891891891891,9.891891891891891,0.9459459459459459,0.7175469005758164,2.463748523824889,-5.37,58.0,Miami OH
1374,1639.604280520095,-66.73123499230292,0.4,,,,5.214285714285714,5.214285714285714,0.5476190476190477,0.8607655416194151,-0.012285549016356478,,43.285714285714285,SMU
1103,1806.0184750352198,78.46655143278326,1.0,,,,12.714285714285714,12.714285714285714,0.8809523809523809,0.7725074564324637,-0.1934854780546661,,51.857142857142854,Akron
1220,1702.987594417685,100.8838840297226,0.9,9.49,114.6,105.1,8.097560975609756,8.097560975609756,0.7317073170731707,0.7054095371861833,-4.659745462799012,-0.91,86.14285714285714,Hofstra
1460,1600.7131364124937,32.2621765013248,0.8,2.04,112.1,110.0,4.975609756097561,4.975609756097561,0.6829268292682927,0.5858864120318549,-6.559349309266846,-4.03,130.0,Wright St
1398,1633.7122367005202,133.85049596515842,0.9,-1.83,109.1,110.9,6.0,6.0,0.7297297297297297,0.3951135563045618,-5.6465683320775115,-8.26,157.85714285714286,Tennessee St
1224,1569.6798475912913,96.04354914810324,0.9,-3.19,103.1,106.3,10.18918918918919,10.18918918918919,0.7297297297297297,0.42510635984605566,-6.861559036843951,-14.6,222.57142857142858,Howard
1420,1621.5560072773173,136.15472677241314,1.0,,,,10.15,10.15,0.8,0.45632588727794565,-5.108622836097151,,193.71428571428572,UMBC
1112,2017.8650729539893,97.84407913084715,0.9,37.66,127.7,90.0,15.590909090909092,15.590909090909092,0.9318181818181818,0.9776379653969971,13.6738185105967,14.97,3.0,Arizona
1345,1897.2326689526474,37.982375230086745,0.6,31.2,131.6,100.4,10.347826086956522,10.347826086956522,0.7391304347826086,0.9636374228539918,9.198098025375335,15.88,12.571428571428571,Purdue
1211,1911.569804437364,48.31379511461114,0.8,28.1,122.0,93.9,17.975,17.975,0.9,0.9445835874661402,7.375007046355883,5.89,10.142857142857142,Gonzaga
1116,1874.9351057830777,70.65909715520934,0.8,26.05,127.7,101.6,8.545454545454545,8.545454545454545,0.7727272727272727,0.9337482341820422,7.548080264096701,14.95,17.857142857142858,Arkansas
1458,1802.0462706239414,20.883642473668488,0.7,23.39,125.3,102.0,6.840909090909091,6.840909090909091,0.7045454545454546,0.9294094465955742,5.385767843017654,13.93,25.0,Wisconsin
1140,1735.9060904797418,-37.56516182535802,0.5,23.25,125.5,102.2,6.568181818181818,6.568181818181818,0.6363636363636364,0.8866103364248911,4.556867364342812,14.27,23.428571428571427,BYU
1274,1740.8473756155206,38.67747620749083,0.7,20.68,121.4,100.7,8.904761904761905,8.904761904761905,0.7380952380952381,0.8844133540008341,3.85792222499008,7.99,32.0,Miami FL
1437,1728.168159901261,-31.12828860425907,0.7,19.97,120.4,100.4,5.075,5.075,0.725,0.8803478765264159,3.951427738192817,10.37,31.714285714285715,Villanova
1429,1803.9025517751472,-11.199726154203745,0.7,20.76,122.1,101.4,9.465116279069768,9.465116279069768,0.7906976744186046,0.8952129483008906,4.001333014212657,7.13,27.714285714285715,Utah St
1281,1646.4613406314986,-27.5209006872833,0.5,15.39,119.5,104.1,2.8536585365853657,2.8536585365853657,0.5853658536585366,0.8514766011620705,1.1618665625911513,11.51,53.57142857142857,Missouri
1301,1669.5587306573611,-71.78821567836485,0.3,19.6,124.1,104.5,4.829268292682927,4.829268292682927,0.5365853658536586,0.876116147020313,0.3505566382186728,11.97,38.285714285714285,NC State
1400,1647.276505743529,-30.71186869125586,0.5,,,,3.871794871794872,3.871794871794872,0.5128205128205128,0.8536346088120395,-0.20156148527293838,,52.0,Texas
1219,1751.7742030378681,63.580705820106914,1.0,8.4,117.0,108.6,14.846153846153847,14.846153846153847,0.8974358974358975,0.6992658204216898,-1.4237908253342648,-9.23,81.14285714285714,High Point
1218,1590.9729080698362,-10.399994361936024,0.7,5.97,107.1,101.2,6.85,6.85,0.725,0.6351789707146558,-3.7282997474169832,-3.37,108.0,Hawaii
1244,1585.21275191815,100.83505813459328,0.7,0.57,110.6,110.1,2.357142857142857,2.357142857142857,0.5952380952380952,0.5337844008286283,-7.9699029599658555,-2.23,155.71428571428572,Kennesaw
1474,1577.1569807212586,87.38522217599143,0.8,,,,2.357142857142857,2.357142857142857,0.6428571428571429,,,,170.0,Queens NC
1254,1566.123684296101,-9.035017326376192,0.8,,,,3.909090909090909,3.909090909090909,0.7272727272727273,0.340405843450142,-5.769047304980859,,189.14285714285714,LIU Brooklyn
